Chr;Pos_init;Pos_end;Strand;Size;Id;AS;N transcripts
3;42934252;42936785;-1;2533;ENSG00000206552;KRBOX1-AS1;1
3;43346923;43352152;-1;5229;ENSG00000234617;SNRK-AS1;2
1;15326680;15343876;-1;17196;ENSG00000233485;FHAD1-AS1;1
1;15402979;15409433;-1;6454;ENSG00000228140;EFHD2-AS1;2
3;24494087;24681711;1;187624;ENSG00000228791;THRB-AS1;11
1;71048855;71067184;1;18329;ENSG00000235079;ZRANB2-AS1;2
3;50099603;50100988;-1;1385;ENSG00000281691;RBM5-AS1;1
3;50116022;50156085;-1;40063;ENSG00000235016;SEMA3F-AS1;2
1;224717504;224730662;-1;13158;ENSG00000229400;CNIH3-AS1;1
3;98706236;98732757;-1;26521;ENSG00000239445;ST3GAL6-AS1;16
2;2319232;2327110;1;7878;ENSG00000225619;MYT1L-AS1;2
2;178521183;178779963;1;258780;ENSG00000237298;TTN-AS1;80
1;22028317;22052927;-1;24610;ENSG00000285752;CDC42-AS1;1
3;113019468;113184377;1;164909;ENSG00000240057;NEPRO-AS1;10
3;126180012;126210169;1;30157;ENSG00000246022;ALDH1L1-AS2;4
3;64684909;65053439;1;368530;ENSG00000241684;ADAMTS9-AS2;7
3;190120944;190150162;1;29218;ENSG00000225764;P3H2-AS1;3
3;150703486;150723005;1;19519;ENSG00000240137;ERICH6-AS1;5
3;44556987;44685665;-1;128678;ENSG00000236869;ZKSCAN7-AS1;2
3;110888384;111071553;-1;183169;ENSG00000242242;NECTIN3-AS1;9
3;47164186;47246601;1;82415;ENSG00000227398;KIF9-AS1;3
3;152245262;152269565;-1;24303;ENSG00000229619;MBNL1-AS1;4
3;40313802;40453329;-1;139527;ENSG00000223797;ENTPD3-AS1;7
3;37693655;37861802;-1;168147;ENSG00000235257;ITGA9-AS1;38
3;42601963;42654388;-1;52425;ENSG00000230084;ZBTB47-AS1;5
1;33350352;33363245;1;12893;ENSG00000233246;PHC2-AS1;1
3;40061110;40309698;-1;248588;ENSG00000280739;EIF1B-AS1;14
3;42770600;42773722;1;3122;ENSG00000225611;CCDC13-AS2;1
3;156671859;156674446;-1;2587;ENSG00000243926;TIPARP-AS1;4
3;50266631;50267541;-1;910;ENSG00000232352;SEMA3B-AS1;2
3;9349689;9398579;-1;48890;ENSG00000206573;THUMPD3-AS1;37
3;123585300;123644568;1;59268;ENSG00000239523;MYLK-AS1;18
3;154024401;154121347;-1;96946;ENSG00000243069;ARHGEF26-AS1;18
1;180949699;180954887;-1;5188;ENSG00000232586;KIAA1614-AS1;1
3;194583991;194590260;1;6269;ENSG00000231770;TMEM44-AS1;16
1;93262186;93346025;-1;83839;ENSG00000223745;CCDC18-AS1;32
3;14920347;14948424;-1;28077;ENSG00000225733;FGD5-AS1;11
1;159194325;159207973;-1;13648;ENSG00000225670;CADM3-AS1;2
3;173910498;173920796;-1;10298;ENSG00000228213;NLGN1-AS1;2
1;24066774;24083565;1;16791;ENSG00000230703;MYOM3-AS1;1
1;24307556;24321901;-1;14345;ENSG00000232298;GRHL3-AS1;1
2;26984776;27014612;-1;29836;ENSG00000205500;MAPRE3-AS1;4
3;13476982;13480053;-1;3071;ENSG00000244502;HDAC11-AS1;1
2;27049683;27050264;-1;581;ENSG00000231636;AGBL5-AS1;1
3;198038321;198039234;-1;913;ENSG00000232832;LMLN-AS1;1
3;196999460;197004744;1;5284;ENSG00000228109;MELTF-AS1;5
2;165957188;166390771;1;433583;ENSG00000236107;SCN1A-AS1;27
1;155045191;155046118;-1;927;ENSG00000232093;DCST1-AS1;1
1;145926590;145959179;1;32589;ENSG00000234222;LIX1L-AS1;19
3;197298252;197303755;1;5503;ENSG00000227375;DLG1-AS1;5
3;17042742;17044192;-1;1450;ENSG00000226441;PLCL2-AS1;1
1;49257411;49269285;1;11874;ENSG00000230114;AGBL4-AS1;1
1;178724306;178726285;-1;1979;ENSG00000273062;RALGPS2-AS1;1
17;58324472;58415766;1;91294;ENSG00000265148;TSPOAP1-AS1;15
2;206203543;206265326;1;61783;ENSG00000279220;GPR1-AS;3
17;61393455;61411555;-1;18100;ENSG00000267280;TBX2-AS1;6
17;1516877;1518101;1;1224;ENSG00000236618;PITPNA-AS1;1
2;200780495;200812170;-1;31675;ENSG00000230408;BZW1-AS1;1
17;20868433;21002276;1;133843;ENSG00000233098;CCDC144NL-AS1;22
17;47897330;47941410;-1;44080;ENSG00000234494;SP2-AS1;4
17;40819106;40836270;1;17164;ENSG00000167920;KRT10-AS1;9
17;79018131;79027673;-1;9542;ENSG00000265096;C1QTNF1-AS1;3
17;331205;333488;1;2283;ENSG00000262061;RPH3AL-AS1;7
17;45799390;45895680;-1;96290;ENSG00000264589;MAPT-AS1;6
17;6875232;7012530;-1;137298;ENSG00000215067;ALOX12-AS1;16
1;26462756;26468014;-1;5258;ENSG00000225891;DHDDS-AS1;2
17;45150400;45161538;-1;11138;ENSG00000224505;HEXIM2-AS1;4
2;218326889;218357966;-1;31077;ENSG00000237281;CATIP-AS2;1
2;218366665;218367835;-1;1170;ENSG00000225062;CATIP-AS1;2
2;167814757;167941180;-1;126423;ENSG00000235335;B3GALT1-AS1;5
1;245206444;245234501;-1;28057;ENSG00000232192;KIF26B-AS1;1
17;4986466;4987324;1;858;ENSG00000262678;CAMTA2-AS1;1
17;5019214;5020093;-1;879;ENSG00000227495;KIF1C-AS1;1
17;5111468;5115004;1;3536;ENSG00000234327;ZNF232-AS1;5
17;80351828;80415168;-1;63340;ENSG00000263069;RNF213-AS1;5
17;44175968;44186723;-1;10755;ENSG00000267080;ASB16-AS1;11
17;44198537;44216565;1;18028;ENSG00000267394;ATXN7L3-AS1;2
17;46193568;46197842;1;4274;ENSG00000214401;KANSL1-AS1;4
2;8666636;8681864;-1;15228;ENSG00000235092;ID2-AS1;13
2;28384409;28394680;-1;10271;ENSG00000229951;FOSL2-AS1;3
2;73947322;73982164;-1;34842;ENSG00000237883;DGUOK-AS1;6
2;104936239;105038496;-1;102257;ENSG00000224509;MRPS9-AS2;4
2;113526836;113542738;-1;15902;ENSG00000231943;PGM5P4-AS1;8
2;38073447;38231651;1;158204;ENSG00000232973;CYP1B1-AS1;40
2;236167418;236294927;1;127509;ENSG00000233611;GBX2-AS1;6
2;69960104;70103220;-1;143116;ENSG00000179818;PCBP1-AS1;283
2;949257;951502;-1;2245;ENSG00000235688;SNTG2-AS1;5
2;113831049;113891020;-1;59971;ENSG00000228857;ACTR3-AS1;4
2;199457697;199476935;1;19238;ENSG00000225953;SATB2-AS1;8
2;121649320;121728563;1;79243;ENSG00000236859;NIFK-AS1;16
2;208255214;208256181;1;967;ENSG00000231908;IDH1-AS1;2
2;191846534;192044525;1;197991;ENSG00000233766;CAVIN2-AS1;18
2;239401436;239402394;1;958;ENSG00000222020;HDAC4-AS1;19
2;96208389;96243353;1;34964;ENSG00000204685;STARD7-AS1;8
2;24971390;25039716;1;68326;ENSG00000224165;DNAJC27-AS1;14
2;197197936;197199276;1;1340;ENSG00000231621;ANKRD44-AS1;1
2;206084605;206086860;1;2255;ENSG00000227946;INO80D-AS1;5
2;44940153;44941916;-1;1763;ENSG00000236502;SIX3-AS1;4
2;159615294;159618637;1;3343;ENSG00000224152;BAZ2B-AS1;7
2;115126622;115161384;-1;34762;ENSG00000235026;DPP10-AS1;7
2;177653419;177723289;1;69870;ENSG00000229941;PDE11A-AS1;3
2;70941817;70948610;-1;6793;ENSG00000239322;ATP6V1B1-AS1;2
2;39786453;40255209;1;468756;ENSG00000227028;SLC8A1-AS1;41
2;108507515;108534196;-1;26681;ENSG00000214184;GCC2-AS1;2
2;108676795;108678601;-1;1806;ENSG00000228763;LIMS1-AS1;1
1;41014590;41043890;1;29300;ENSG00000281207;SLFNL1-AS1;1
2;216385288;216412696;-1;27408;ENSG00000235042;SMARCAL1-AS1;1
2;216694404;217336120;1;641716;ENSG00000233143;DIRC3-AS1;18
1;201507241;201534784;1;27543;ENSG00000224536;CSRP1-AS1;1
1;201688259;201829559;-1;141300;ENSG00000231871;IPO9-AS1;3
2;135985124;136022593;1;37469;ENSG00000231890;DARS1-AS1;32
1;41375004;41375669;-1;665;ENSG00000229901;FOXO6-AS1;1
2;74502552;74505091;1;2539;ENSG00000257702;LBX2-AS1;19
1;11777077;11779619;-1;2542;ENSG00000177553;C1orf167-AS1;1
1;110286375;110339171;-1;52796;ENSG00000227963;RBM15-AS1;2
1;116378437;116421301;-1;42864;ENSG00000203865;ATP1A1-AS1;18
1;67832297;68202987;1;370690;ENSG00000232284;GNG12-AS1;5
1;183460874;183472896;-1;12022;ENSG00000232860;SMG7-AS1;5
1;173417793;173489407;-1;71614;ENSG00000203739;PRDX6-AS1;12
1;94247819;94411036;1;163217;ENSG00000226835;ARHGAP29-AS1;11
1;16155176;16158148;1;2972;ENSG00000227959;EPHA2-AS1;1
1;155194997;155205495;1;10498;ENSG00000231064;THBS3-AS1;10
1;110347116;110443817;1;96701;ENSG00000224699;LAMTOR5-AS1;54
1;151279678;151281970;-1;2292;ENSG00000232671;ZNF687-AS1;4
1;9672405;9687573;-1;15168;ENSG00000231789;PIK3CD-AS2;1
1;151346938;151348027;1;1089;ENSG00000237976;RFX5-AS1;1
1;218344190;218346024;-1;1834;ENSG00000232480;TGFB2-AS1;4
1;11099430;11102100;1;2670;ENSG00000230337;EXOSC10-AS1;2
1;100251528;100266179;-1;14651;ENSG00000224616;RTCA-AS1;6
1;43685123;43708138;-1;23015;ENSG00000236200;KDM4A-AS1;7
1;35569807;35577771;-1;7964;ENSG00000239636;TFAP2E-AS1;2
1;23368949;23371839;1;2890;ENSG00000249087;ZNF436-AS1;9
1;119140391;119275973;1;135582;ENSG00000231365;WARS2-AS1;11
1;1399515;1402046;1;2531;ENSG00000224870;MRPL20-AS1;21
1;165476833;165582155;-1;105322;ENSG00000237463;LRRC52-AS1;18
1;151790804;151794403;1;3599;ENSG00000203288;TDRKH-AS1;3
1;19210355;19240704;1;30349;ENSG00000230424;EMC1-AS1;2
1;63320878;63324441;-1;3563;ENSG00000230798;FOXD3-AS1;19
1;23706901;23778325;-1;71424;ENSG00000236810;ELOA-AS1;9
1;93591972;93605573;1;13601;ENSG00000224093;BCAR3-AS1;5
1;234372807;234373662;-1;855;ENSG00000231663;COA6-AS1;10
1;209661356;209724125;-1;62769;ENSG00000227591;HSD11B1-AS1;2
1;15740048;15749896;-1;9848;ENSG00000224459;SLC25A34-AS1;1
1;30718504;30726827;1;8323;ENSG00000186056;MATN1-AS1;5
1;39779969;39781418;1;1449;ENSG00000285905;BMP8B-AS1;1
1;39897745;39899098;1;1353;ENSG00000236546;MYCL-AS1;1
1;99004276;99244794;1;240518;ENSG00000232825;PLPPR5-AS1;5
1;155562026;155563944;1;1918;ENSG00000235919;ASH1L-AS1;2
1;178090677;178093984;-1;3307;ENSG00000224687;RASAL2-AS1;4
1;206634184;206635714;-1;1530;ENSG00000237605;DYRK3-AS1;4
